Timestamp,engine_cooling,engine_oil_pressure,txn_oil_pressure
2024-01-01 04:15:00,102.05°C,9.21 Pa,"1.1 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:16:00,102.04°C,9.20 Pa,"1.1 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:17:00,102.02°C,9.19 Pa,"1.1 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:18:00,102.01°C,9.17 Pa,"1.1 Pa, POTENTIAL FAILURE DETECTED! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:19:00,101.99°C,9.16 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://staging.vark.fbrk.in/viewer/cpd/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:20:00,101.98°C,9.15 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:21:00,101.97°C,9.14 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:22:00,101.95°C,9.13 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:23:00,101.94°C,9.11 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:24:00,101.92°C,9.10 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:25:00,101.91°C,9.09 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:26:00,101.89°C,9.08 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:27:00,101.88°C,9.07 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:28:00,101.86°C,9.05 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:29:00,101.85°C,9.04 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:30:00,101.83°C,9.03 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:31:00,101.82°C,9.02 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:32:00,101.80°C,9.00 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:33:00,101.79°C,8.99 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:34:00,101.77°C,8.98 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:35:00,101.76°C,8.97 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:36:00,101.74°C,8.95 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:37:00,101.73°C,8.94 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:38:00,101.71°C,8.93 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:39:00,101.70°C,8.91 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:40:00,101.68°C,8.90 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:41:00,101.67°C,8.89 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:42:00,101.65°C,8.88 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:43:00,101.63°C,8.86 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:44:00,101.62°C,8.85 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:45:00,101.60°C,8.84 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:46:00,101.59°C,8.82 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:47:00,101.57°C,8.81 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:48:00,101.55°C,8.80 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:49:00,101.54°C,8.78 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:50:00,101.52°C,8.77 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:51:00,101.51°C,8.76 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:52:00,101.49°C,8.74 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:53:00,101.47°C,8.73 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:54:00,101.46°C,8.71 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:55:00,101.44°C,8.70 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:56:00,101.42°C,8.69 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:57:00,101.41°C,8.67 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:58:00,101.39°C,8.66 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 04:59:00,101.37°C,8.64 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:00:00,101.36°C,8.63 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:01:00,101.34°C,8.62 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:02:00,101.32°C,8.60 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:03:00,101.31°C,8.59 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:04:00,101.29°C,8.57 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:05:00,101.27°C,8.56 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:06:00,101.26°C,8.55 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:07:00,101.24°C,8.53 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:08:00,101.22°C,8.52 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:09:00,101.20°C,8.50 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:10:00,101.19°C,8.49 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:11:00,101.17°C,8.47 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:12:00,101.15°C,8.46 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:13:00,101.13°C,8.44 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:14:00,101.12°C,8.43 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:15:00,101.10°C,8.42 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:16:00,101.08°C,8.40 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:17:00,101.06°C,8.39 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:18:00,101.05°C,8.37 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:19:00,101.03°C,8.36 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:20:00,101.01°C,8.34 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:21:00,100.99°C,8.33 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:22:00,100.97°C,8.31 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:23:00,100.96°C,8.30 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:24:00,100.94°C,8.28 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:25:00,100.92°C,8.27 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:26:00,100.90°C,8.25 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:27:00,100.89°C,8.24 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:28:00,100.87°C,8.22 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:29:00,100.85°C,8.21 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:30:00,100.83°C,8.19 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:31:00,100.81°C,8.18 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:32:00,100.79°C,8.16 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:33:00,100.78°C,8.15 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:34:00,100.76°C,8.13 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:35:00,100.74°C,8.12 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:36:00,100.72°C,8.10 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:37:00,100.70°C,8.09 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:38:00,100.68°C,8.07 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:39:00,100.67°C,8.06 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:40:00,100.65°C,8.04 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:41:00,100.63°C,8.02 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:42:00,100.61°C,8.01 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:43:00,100.59°C,7.99 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:44:00,100.57°C,7.98 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:45:00,100.56°C,7.96 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:46:00,100.54°C,7.95 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:47:00,100.52°C,7.93 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:48:00,100.50°C,7.92 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:49:00,100.48°C,7.90 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:50:00,100.46°C,7.89 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:51:00,100.44°C,7.87 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:52:00,100.43°C,7.85 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:53:00,100.41°C,7.84 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:54:00,100.39°C,7.82 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:55:00,100.37°C,7.81 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:56:00,100.35°C,7.79 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:57:00,100.33°C,7.78 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:58:00,100.31°C,7.76 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 05:59:00,100.29°C,7.75 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:00:00,100.28°C,7.73 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:01:00,100.26°C,7.71 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:02:00,100.24°C,7.70 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:03:00,100.22°C,7.68 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:04:00,100.20°C,7.67 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:05:00,100.18°C,7.65 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:06:00,100.16°C,7.64 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:07:00,100.14°C,7.62 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:08:00,100.12°C,7.60 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:09:00,100.11°C,7.59 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:10:00,100.09°C,7.57 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:11:00,100.07°C,7.56 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
2024-01-01 06:12:00,100.05°C,7.54 Pa,"0 Pa, CATASTROPHIC FAILURE! <a href="https://fabrikspace.com/viewer/4166?step=4ed61325-b700-4c83-94c8-09f10698b029" target=""_blank"">Click here to resolve.</a>"
